Print File Name,Date,Total Print Time,Estimated Material Area (in),Estimated Material Length,Print Length,Print Area,Estimated Percentage of Waste,Material,Ink Consumption cc sq ft,Printer,Minutes of Print Time,Total Ink Used For Print,Day of Week,Empty Space
MO_MUDDERS_MILES_2024_P4_CORPLS,2024-07-19,0 days 00:01:36,142.38,22.6,22.6,142.38,0.0,Corragated Plastic 4' x 8' sheet,0.4298356511,HP,1.6,0.425000000025125,Friday,0.0
MoMudders_LARGE_4_final_Print_6-14-2024_PVC3,2024-06-18,0 days 00:07:25,902.4,48.0,48.0,902.4,0.0,PVC 3mm 4' x 8' sheet,1.638095,HP,7.416666666666667,10.265395333333334,Tuesday,0.0
Motorcycles_and_more_various_coro_signs__7-24-24_CORPLS,2024-07-25,0 days 00:16:23,4603.2,95.9,95.9,4603.2,0.0,Corragated Plastic 4' x 8' sheet,0.3200834202,HP,16.383333333333333,10.231999999060001,Thursday,0.0
Move-In Signs Various 7-23-24_P9_&_Motorcycles and more various coro signs  7-24-24_CORPLS,2024-07-25,0 days 00:14:57,4603.2,95.9,95.9,4603.2,0.0,Corragated Plastic 4' x 8' sheet,0.4420229406,HP,14.95,14.13000000118,Thursday,0.0
Move-In_Signs__ADD_ON__Arrows__7-23-24_CORPLS,2024-07-25,0 days 00:14:25,3155.82,70.6,70.6,3155.82,0.0,Corragated Plastic 4' x 8' sheet,0.7106412913,HP,14.416666666666666,15.573999999377543,Thursday,0.0
Move-In_Signs_Various_-_2x_-_7-23-24_P8_CORPLS,2024-07-25,0 days 00:32:55,6921.6,144.2,144.2,6921.6,0.0,Corragated Plastic 4' x 8' sheet,0.9998613037,HP,32.916666666666664,48.059999997846674,Thursday,0.0
Move-In_Signs_Various_7-23-24_-_2x__P7_CORPLS~1,2024-07-25,0 days 00:24:47,6912.0,144.0,144.0,6912.0,0.0,Corragated Plastic 4' x 8' sheet,2.448291667,HP,24.783333333333335,117.518000016,Thursday,0.0
Move-In_Signs_Various_7-23-24_P1_CORPLS,2024-07-25,0 days 00:16:20,4603.2,95.9,95.9,4603.2,0.0,Corragated Plastic 4' x 8' sheet,0.5900208551,HP,16.333333333333332,18.861000001363333,Thursday,0.0
Move-In_Signs_Various_7-23-24_P2_CORPLS,2024-07-25,0 days 00:18:00,4603.2,95.9,95.9,4603.2,0.0,Corragated Plastic 4' x 8' sheet,0.6373514077,HP,18.0,20.373999999476666,Thursday,0.0
Move-In_Signs_Various_7-23-24_P3_CORPLS,2024-07-25,0 days 00:15:28,4603.2,95.9,95.9,4603.2,0.0,Corragated Plastic 4' x 8' sheet,1.054285714,HP,15.466666666666667,33.70199999086666,Thursday,0.0
Move-In_Signs_Various_7-23-24_P4_CORPLS,2024-07-25,0 days 00:14:57,4603.2,95.9,95.9,4603.2,0.0,Corragated Plastic 4' x 8' sheet,1.06729927,HP,14.95,34.117999997666665,Thursday,0.0
Move-In_Signs_Various_7-23-24_P5_CORPLS,2024-07-25,0 days 00:15:06,4603.2,95.9,95.9,4603.2,0.0,Corragated Plastic 4' x 8' sheet,1.281929093,HP,15.1,40.979000006233335,Thursday,0.0
Move-In_Signs_Various_7-23-24_P6_CORPLS~1,2024-07-25,0 days 00:12:29,3456.0,72.0,72.0,3456.0,0.0,Corragated Plastic 4' x 8' sheet,1.202916667,HP,12.483333333333333,28.870000007999998,Thursday,0.0
MSD KEELEY - Caulks Creek FM Rehab 4'x6'  6-4-24_ALMS6,2024-06-28,0 days 00:16:48,3460.8,72.0,72.0,3460.8,0.0,Aluminum 6mm acm 4' x 8' sheet,0.2145769764,HP,16.8,5.156999999480001,Friday,0.0
MSD_KEELEY_-_Cedarhurst_Bank_Stabilization__4x6__8-21-24_ALMS6,2024-09-04,0 days 00:15:23,3460.8,72.1,72.1,3460.8,0.0,Aluminum 6mm acm 4' x 8' sheet,0.1784604716,HP,15.383333333333333,4.289000000786667,Wednesday,0.0
MSD_KEELEY_Clark_Ave_wastewater_6_10_24_ALMS6~1,2024-06-10,0 days 00:15:09,3460.8,72.1,72.1,3460.8,0.0,Aluminum 6mm acm 4' x 8' sheet,1.638095,HP,15.15,39.36888316666667,Monday,0.0
MSD_Keeley_Woodson_sanitary_Wastewate_2_14_24_ALMS6,2024-03-18,0 days 00:16:29,3460.8,72.0,72.0,3460.8,0.0,Aluminum 6mm acm 4' x 8' sheet,1.638095,HP,16.483333333333334,39.36888316666667,Monday,0.0
MUM_Sale_sign_18x24__2-weekend_4-TODAY__8-21-24_CORPLS,2024-08-22,0 days 00:14:36,2592.0,54.0,54.0,2592.0,0.0,Corragated Plastic 4' x 8' sheet,2.465722222,HP,14.6,44.382999996,Thursday,0.0
MUM_Sale_sign_18x24_+_PS_partners__2-weekend_4-TODAY__8-21-24_CORPLS,2024-08-22,0 days 00:15:59,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,1.479433333,HP,15.983333333333333,44.38299999,Thursday,0.0
NAIC4_Various_Set_#1__8-1-24_CORPLS-01,2024-08-06,0 days 00:14:18,3200.0,80.0,80.0,3200.0,0.0,Corragated Plastic 4' x 8' sheet,0.273825,HP,14.3,6.084999999999999,Tuesday,0.0
NAIC4_Various_Set_#1-02__8-1-24_CORPLS,2024-08-06,0 days 00:14:19,3200.0,80.0,80.0,3200.0,0.0,Corragated Plastic 4' x 8' sheet,0.56394,HP,14.316666666666666,12.532,Tuesday,0.0
NAIC4_Various_Set_#1-03__8-1-24_CORPLS,2024-08-06,0 days 00:14:14,3200.0,80.0,80.0,3200.0,0.0,Corragated Plastic 4' x 8' sheet,0.5103,HP,14.233333333333333,11.34,Tuesday,0.0
NAIC4_Various_Set_#1-04__8-1-24_CORPLS~2,2024-08-06,0 days 00:14:23,3204.0,80.1,80.1,3204.0,0.0,Corragated Plastic 4' x 8' sheet,0.4980224719,HP,14.383333333333333,11.080999999774999,Tuesday,0.0
NAIC4_Various_Set_#1-05__8-1-24_CORPLS~2,2024-08-06,0 days 00:11:12,3204.0,80.1,80.1,3204.0,0.0,Corragated Plastic 4' x 8' sheet,0.525752809,HP,11.2,11.69800000025,Tuesday,0.0
NAIC4_Various_Set_#1-06__8-1-24_CORPLS~1,2024-08-06,0 days 00:11:24,3204.0,80.1,80.1,3204.0,0.0,Corragated Plastic 4' x 8' sheet,0.5464719101,HP,11.4,12.158999999725,Tuesday,0.0
NAIC4_Various_Set_#1-07__8-1-24_CORPLS~2,2024-08-06,0 days 00:14:38,3204.0,80.1,80.1,3204.0,0.0,Corragated Plastic 4' x 8' sheet,0.5390561798,HP,14.633333333333333,11.994000000549999,Tuesday,0.0
NAIC4_Various_Set_#2-01__8-1-24_CORPLS,2024-08-06,0 days 00:12:36,3200.0,80.0,80.0,3200.0,0.0,Corragated Plastic 4' x 8' sheet,0.430695,HP,12.6,9.571,Tuesday,0.0
NAIC4_Various_Set_#2-02__8-1-24_CORPLS~2,2024-08-06,0 days 00:15:54,3204.0,80.1,80.1,3204.0,0.0,Corragated Plastic 4' x 8' sheet,0.5728089888,HP,15.9,12.7450000008,Tuesday,0.0
NAIC4_Various_Set_#2-03__8-1-24_CORPLS~2,2024-08-06,0 days 00:15:55,3204.0,80.1,80.1,3204.0,0.0,Corragated Plastic 4' x 8' sheet,0.5710561798,HP,15.916666666666666,12.70600000055,Tuesday,0.0
NAIC4_Various_Set_#2-04__8-1-24_CORPLS~1,2024-08-07,0 days 00:14:19,3204.0,80.1,80.1,3204.0,0.0,Corragated Plastic 4' x 8' sheet,0.5722696629,HP,14.316666666666666,12.732999999525001,Wednesday,0.0
NAIC4_Various_Set_#2-05__8-1-24_CORPLS~2,2024-08-07,0 days 00:11:13,3204.0,80.1,80.1,3204.0,0.0,Corragated Plastic 4' x 8' sheet,0.5724494382,HP,11.216666666666667,12.736999999950001,Wednesday,0.0
NAIC4_Various_Set_#2-06__8-1-24_CORPLS~2,2024-08-07,0 days 00:14:12,3204.0,80.1,80.1,3204.0,0.0,Corragated Plastic 4' x 8' sheet,0.5717752809,HP,14.2,12.722000000025,Wednesday,0.0
Nat_Mem_of_mil_ascent__Check_5-10-24_UFS,2024-05-10,0 days 00:04:34,1010.8,36.1,36.1,1010.8,0.0,Ultra Foam Sheet 4' x 8',1.638095,HP,4.566666666666666,11.498516847222222,Friday,0.0
Native_American_Exhibit_Panels_ALMS08,2024-09-30,0 days 00:22:49,1953.86,42.2,42.2,1953.86,0.0,Aluminum .08 4' x 8' sheet,1.548663671,HP,22.816666666666666,21.01300000152819,Monday,0.0
Neichter_8x4_lots_for_sale_11_20_24_ALMS6,2024-07-22,0 days 00:42:01,9216.0,192.0,192.0,9216.0,0.0,Aluminum 6mm acm 4' x 8' sheet,1.439625,HP,42.016666666666666,92.136,Monday,0.0
New_2x3_A-Frame_4-10-24_CORPLSv3,2024-04-12,0 days 00:08:54,1728.0,36.0,36.0,1728.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,8.9,19.657140000000002,Friday,0.0
New_Menus_2024_1_CORPLS,2024-05-21,0 days 00:08:34,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,8.566666666666666,49.14285,Tuesday,0.0
New_Menus_2024_2_CORPLS,2024-05-21,0 days 00:05:31,4324.8,90.1,90.1,4324.8,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,5.516666666666667,49.19745316666667,Tuesday,0.0
New_Menus_2024_3_CORPL23,2024-05-21,0 days 00:04:56,864.0,24.0,24.0,864.0,0.0,Corragated Plastic 2' x 3' sheet,1.638095,HP,4.933333333333334,9.828570000000001,Tuesday,0.0
No_commuter_parking_12_x_18_5_3_24_ALMR,2024-05-06,0 days 00:09:50,216.0,12.0,12.0,216.0,0.0,Reflective Aluminum 4' x 8' sheet,1.638095,HP,9.833333333333334,2.4571425000000002,Monday,0.0
No_Diving_20x14_Need_20_6-4-24_ALMS3,2024-06-04,0 days 00:33:02,6728.0,168.2,168.2,6728.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,33.03333333333333,76.53543861111112,Tuesday,0.0
No_Parking_12_x_18__ALM1218,2024-03-06,0 days 00:06:53,1296.0,72.0,72.0,1296.0,0.0,Aluminum 12 x 18 sheets,1.638095,HP,6.883333333333334,14.742855,Wednesday,0.0
No_Parking_18_x_24__ALM1824,2024-03-06,0 days 00:09:42,1728.0,72.0,72.0,1728.0,0.0,Aluminum 18 x 24 sheets,1.638095,HP,9.7,19.657140000000002,Wednesday,0.0
No_Smoking_-_Smoking_signs_12_ea_10x14__9-5-24_ALMS08,2024-09-06,0 days 00:17:03,3364.0,84.1,84.1,3364.0,0.0,Aluminum .08 4' x 8' sheet,0.7565992866,HP,17.05,17.675000000849998,Friday,0.0
NO_THRU_TRAFFIC_ALMR~1,2024-05-07,0 days 00:18:27,864.0,18.0,18.0,864.0,0.0,Reflective Aluminum 4' x 8' sheet,1.638095,HP,18.45,9.828570000000001,Tuesday,0.0
No_Trespassing_4x4_ALMS3,2024-08-20,0 days 00:42:49,9216.0,192.0,192.0,9216.0,0.0,Aluminum 3mm acm 4' x 8' sheet,2.870375,HP,42.81666666666667,183.704,Tuesday,0.0
Oral-Surg-Rnd12_CLAC,2024-10-04,0 days 00:23:02,1680.0,35.0,35.0,1680.0,0.0,Clear Acrylic 4' x 8' sheet,1.042114286,HP,23.033333333333335,12.158000003333331,Friday,0.0
Oral-Surg-Rnd13_CLAC,2024-10-22,0 days 00:18:13,864.0,18.0,18.0,864.0,0.0,Clear Acrylic 4' x 8' sheet,1.443666667,HP,18.216666666666665,8.662000002,Tuesday,0.0
Oral-Surg-Rnd14_CLAC~1,2024-10-23,0 days 00:09:16,416.0,26.0,26.0,416.0,0.0,Clear Acrylic 4' x 8' sheet,0.6144230769,HP,9.266666666666667,1.7749999999333332,Wednesday,0.0
Our_Lady_of_the_Pillar_Welcome_Signs_6.26.24_CORPLS,2024-06-26,0 days 00:31:19,8640.0,180.0,180.0,8640.0,0.0,Corragated Plastic 4' x 8' sheet,4.758466667,HP,31.316666666666666,285.50800002000005,Wednesday,0.0
Owen_Grad_Sign_2024_CORPL1824~1,2024-07-11,0 days 00:15:20,864.0,24.0,24.0,864.0,0.0,"Corragated Plastic 18"" x 24"" sheet",8.135833333,HP,15.333333333333334,48.814999998000005,Thursday,0.0
P1 & P2 & P3 & P4 & P5_Republic_services_Golf_8_22_24_CORPL1824,2024-09-24,0 days 00:10:54,432.0,18.0,18.0,432.0,0.0,"Corragated Plastic 18"" x 24"" sheet",0.2386666667,HP,10.9,0.7160000001,Tuesday,0.0
P1_12x18_Add_On_Sponsors__10-2-24_CORPL1824,2024-10-03,0 days 00:01:35,216.0,18.0,18.0,216.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.624,HP,1.5833333333333333,2.436,Thursday,0.0
P1_2024_Sponsor_Signs_9-20-24_CORPLS~1,2024-09-23,0 days 00:06:19,965.8,22.0,22.0,965.8,0.0,Corragated Plastic 4' x 8' sheet,0.4049534065,HP,6.316666666666666,2.7159999999840276,Monday,0.0
P1_36x60_FLEX_IN-OUT_BOUND_3of_each__10-16-24_CORPLS,2024-10-17,0 days 00:26:22,6490.8,180.3,180.3,6490.8,0.0,Corragated Plastic 4' x 8' sheet,1.75327787,HP,26.366666666666667,79.02899999025,Thursday,0.0
P1_4x4_Const_Caution_Stay_in_truck_eng_span_9-20-24_ALMS3,2024-09-23,0 days 00:18:03,4608.0,96.0,96.0,4608.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.5289375,HP,18.05,48.926,Monday,0.0
P1_6X24_TAG_Sale_Signs_8-14-24_CORPLS,2024-10-08,0 days 00:50:42,12960.0,360.0,360.0,12960.0,0.0,Corragated Plastic 4' x 8' sheet,10.148,HP,50.7,913.3199999999999,Tuesday,0.0
P1_All_Signs_9-27-24_ALMS3,2024-09-30,0 days 00:42:43,4320.0,90.0,90.0,4320.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.3557,HP,42.71666666666667,40.671,Monday,0.0
P1_All_Signs_Final_8_-_62x38_10-14-24_UFS,2024-10-16,0 days 00:10:26,2356.0,62.0,62.0,2356.0,0.0,Ultra Foam Sheet 4' x 8',1.073337861,HP,10.433333333333334,17.56100000358333,Wednesday,0.0
P1_All_Signs_Ultra_Foam_Board_9-13-24_UFS,2024-09-19,0 days 00:10:29,4603.2,95.9,95.9,4603.2,0.0,Ultra Foam Sheet 4' x 8',0.3160479666,HP,10.483333333333333,10.10299999898,Thursday,0.0
p1_B_Commerce_Blue_Springs_Wayfinding_Signage_9_10_24_ALMS3,2024-09-23,0 days 00:10:57,1728.0,36.0,36.0,1728.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.166833333,HP,10.95,14.001999996,Monday,0.0
P1_BEB_Lang_9_11_24_ACRY~1,2024-10-02,0 days 00:04:41,192.66,16.9,16.9,192.66,0.0,Acrylic,0.5388975397,HP,4.683333333333334,0.7209999999902916,Wednesday,0.0
P1_BEB_Lang_9_11_24_ACRY~2,2024-10-02,0 days 00:04:08,192.66,16.9,16.9,192.66,0.0,Acrylic,0.2122703208,HP,4.133333333333334,0.284000000037,Wednesday,0.0
P1_Commercial_Dev_Co_8x8_Metro_Fill_Sign_8-16-24_ALMS6,2024-08-21,0 days 00:20:54,4612.8,96.1,96.1,4612.8,0.0,Aluminum 6mm acm 4' x 8' sheet,0.5012591051,HP,20.9,16.057000000036666,Wednesday,0.0
p1_F_Commerce_Blue_Springs_Wayfinding_Signage_9_10_24_ALMS3,2024-09-23,0 days 00:19:33,4032.0,84.0,84.0,4032.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.373928571,HP,19.55,38.469999988,Monday,0.0
P1_JE_Foster_Hiring_Trailer_3x2_9_17_24_CORPL23,2024-09-18,0 days 00:11:54,1728.0,72.0,72.0,1728.0,0.0,Corragated Plastic 2' x 3' sheet,0.763,HP,11.9,9.156,Wednesday,0.0
P1_St_Dominics_High_Billboard_Signs_8_9_24_ALMS063~1,2024-08-13,0 days 00:15:37,2971.4,83.0,83.0,2971.4,0.0,Aluminum .063,1.451291647,HP,15.616666666666667,29.94699999927639,Tuesday,0.0
P1_World_Wide_Tech_Edwardsville_Alum_signs_9_25_24_[Recovered]_ALMS08,2024-09-27,0 days 00:19:21,4608.0,96.0,96.0,4608.0,0.0,Aluminum .08 4' x 8' sheet,0.37121875,HP,19.35,11.879,Friday,0.0
P2_12x18_Add_On_Sponsors__10-2-24_CORPL1824,2024-10-03,0 days 00:06:11,216.0,18.0,18.0,216.0,0.0,"Corragated Plastic 18"" x 24"" sheet",1.414,HP,6.183333333333334,2.121,Thursday,0.0
P2_18x24_yard_signs__9-25-24_CORPLS,2024-10-01,0 days 00:07:30,7034.4,390.8,390.8,7034.4,0.0,Corragated Plastic 4' x 8' sheet,0.8397134084,HP,7.5,41.02000000033999,Tuesday,0.0
P2_2024_Sponsor_Signs_9-20-24_CORPLS,2024-09-23,0 days 00:08:47,1958.06,44.3,44.3,1958.06,0.0,Corragated Plastic 4' x 8' sheet,0.4490485481,HP,8.783333333333333,6.106000000643652,Monday,0.0
P2_4x4_Const_Caution_Stay_in_truck_eng_span_9-20-24_ALMS3,2024-09-23,0 days 00:18:04,4608.0,96.0,96.0,4608.0,0.0,Aluminum 3mm acm 4' x 8' sheet,1.52390625,HP,18.066666666666666,48.765,Monday,0.0
P2_6X24_TAG_Sale_Signs_8-14-24_CORPLS,2024-10-08,0 days 00:49:08,12960.0,360.0,360.0,12960.0,0.0,Corragated Plastic 4' x 8' sheet,10.7138,HP,49.13333333333333,964.2420000000001,Tuesday,0.0
P2_All_Signs_Final_8_-_62x38_10-14-24_UFS,2024-10-16,0 days 00:09:19,2356.0,62.0,62.0,2356.0,0.0,Ultra Foam Sheet 4' x 8',1.473127334,HP,9.316666666666666,24.101999992388887,Wednesday,0.0
P2_All_Signs_Ultra_Foam_Board_9-13-24_UFS,2024-09-19,0 days 00:10:18,4603.2,95.9,95.9,4603.2,0.0,Ultra Foam Sheet 4' x 8',0.4694890511,HP,10.3,15.008000000163333,Thursday,0.0
P2_Back_18x24_yard_signs__9-25-24_CORPLS,2024-10-01,0 days 00:06:50,1735.2,96.4,96.4,1735.2,0.0,Corragated Plastic 4' x 8' sheet,3.404149378,HP,6.833333333333333,41.020000004900005,Tuesday,0.0
P2_back_All_Signs_9-27-24_ALMS3,2024-09-30,0 days 00:21:44,3465.6,72.2,72.2,3465.6,0.0,Aluminum 3mm acm 4' x 8' sheet,0.3376454294,HP,21.733333333333334,8.126000000893333,Monday,0.0
P2_BEB_Lang_9_11_24_ACRY~1,2024-10-02,0 days 00:07:15,192.66,16.9,16.9,192.66,0.0,Acrylic,0.6719402055,HP,7.25,0.898999999941875,Wednesday,0.0
P2_BEB_Lang_9_11_24_ACRY~2,2024-10-03,0 days 00:04:10,192.66,16.9,16.9,192.66,0.0,Acrylic,0.265337901,HP,4.166666666666667,0.35500000004625,Thursday,0.0
P2_Commercial_Dev_Co_8x8_Metro_Fill_Sign_8-16-24_ALMS6,2024-08-21,0 days 00:17:57,4608.0,96.0,96.0,4608.0,0.0,Aluminum 6mm acm 4' x 8' sheet,1.0270625,HP,17.95,32.866,Wednesday,0.0
P2_JE_Foster_Hiring_Trailer_3x2_9_17_24_CORPL23,2024-09-18,0 days 00:11:54,1728.0,72.0,72.0,1728.0,0.0,Corragated Plastic 2' x 3' sheet,0.7398333333,HP,11.9,8.8779999996,Wednesday,0.0
P2_Keeley_Jesseys_Auto_5_23_24_ALMS3,2024-10-03,0 days 00:16:26,3460.8,72.1,72.1,3460.8,0.0,Aluminum 3mm acm 4' x 8' sheet,0.5276421637,HP,16.433333333333334,12.681000000923335,Thursday,0.0
P2_St_Dominics_High_Billboard_Signs_8_9_24_ALMS063~1,2024-08-13,0 days 00:15:15,2957.08,82.6,82.6,2957.08,0.0,Aluminum .063,1.792281575,HP,15.25,36.80499999861806,Tuesday,0.0
P2_World_Wide_Tech_Edwardsville__6_mil_acm_Camers_in_use_9_25_24_ALMS6~,2024-09-27,0 days 00:14:02,1709.7,41.7,41.7,1709.7,0.0,Aluminum 6mm acm 4' x 8' sheet,0.3394279698,HP,14.033333333333333,4.02999999977125,Friday,0.0
P2_World_Wide_Tech_Edwardsville_Alum_signs_9_25_24_[Recovered]_ALMS08,2024-09-27,0 days 00:18:13,4608.0,96.0,96.0,4608.0,0.0,Aluminum .08 4' x 8' sheet,0.47446875,HP,18.216666666666665,15.183,Friday,0.0
P3_2024_Sponsor_Signs_9-20-24_CORPLS,2024-09-23,0 days 00:06:08,965.8,22.0,22.0,965.8,0.0,Corragated Plastic 4' x 8' sheet,0.3667840133,HP,6.133333333333334,2.460000000313472,Monday,0.0
P3_4x4_Const_Caution_Stay_in_truck_eng_span_9-20-24_ALMS3,2024-09-23,0 days 00:41:23,9216.0,192.0,192.0,9216.0,0.0,Aluminum 3mm acm 4' x 8' sheet,2.09184375,HP,41.38333333333333,133.878,Monday,0.0
P3_6X24_TAG_Sale_Signs_8-14-24_CORPLS,2024-10-08,0 days 00:46:47,12960.0,360.0,360.0,12960.0,0.0,Corragated Plastic 4' x 8' sheet,10.6742,HP,46.78333333333333,960.6780000000001,Tuesday,0.0
P3_All_Signs_Ultra_Foam_Board_9-13-24_UFS,2024-09-19,0 days 00:10:18,4603.2,95.9,95.9,4603.2,0.0,Ultra Foam Sheet 4' x 8',0.2933055266,HP,10.3,9.376000000313333,Thursday,0.0
P3_back_All_Signs_9-27-24_CORPL1824,2024-09-30,0 days 00:08:28,1542.4,96.4,96.4,1542.4,0.0,"Corragated Plastic 18"" x 24"" sheet",3.881950207,HP,8.466666666666667,41.57999999497778,Monday,0.0
P3_front_All_Signs_9-27-24_CORPL1824,2024-09-30,0 days 00:13:31,1542.4,96.4,96.4,1542.4,0.0,"Corragated Plastic 18"" x 24"" sheet",3.881950207,HP,13.516666666666667,41.57999999497778,Monday,0.0
P3_JE_Foster_Hiring_Trailer_3x2_9_17_24_CORPL23,2024-09-18,0 days 00:08:52,1732.8,72.2,72.2,1732.8,0.0,Corragated Plastic 2' x 3' sheet,0.9152908587,HP,8.866666666666667,11.01399999969,Wednesday,0.0
P3_print_2_All_Signs_Final_8_-_62x38_10-14-24_UFS,2024-10-16,0 days 00:23:45,4712.0,124.0,124.0,4712.0,0.0,Ultra Foam Sheet 4' x 8',1.738390492,HP,23.75,56.88399998822222,Wednesday,0.0
P4_2024_Sponsor_Signs_9-20-24_CORPLS,2024-09-23,0 days 00:06:08,965.8,22.0,22.0,965.8,0.0,Corragated Plastic 4' x 8' sheet,0.3775191551,HP,6.133333333333334,2.5319999999693055,Monday,0.0
P4_6X24_TAG_Sale_Signs_8-14-24_CORPLS,2024-10-08,0 days 00:44:37,12960.0,360.0,360.0,12960.0,0.0,Corragated Plastic 4' x 8' sheet,7.678066667,HP,44.61666666666667,691.0260000300001,Tuesday,0.0
P4_All_Signs_Ultra_Foam_Board_9-13-24_UFS,2024-09-19,0 days 00:13:33,4603.2,95.9,95.9,4603.2,0.0,Ultra Foam Sheet 4' x 8',0.3611887383,HP,13.55,11.546000000989999,Thursday,0.0
P4_JE_Foster_Hiring_Trailer_3x2_9_17_24_CORPL1824,2024-09-18,0 days 00:07:08,864.0,48.0,48.0,864.0,0.0,"Corragated Plastic 18"" x 24"" sheet",0.897,HP,7.133333333333334,5.382,Wednesday,0.0
P4_print_2_All_Signs_Final_8_-_62x38_10-14-24_UFS,2024-10-16,0 days 00:22:21,4712.0,124.0,124.0,4712.0,0.0,Ultra Foam Sheet 4' x 8',1.28475382,HP,22.35,42.03999999888889,Wednesday,0.0
P5_2024_Sponsor_Signs_9-20-24_CORPLS,2024-09-23,0 days 00:06:08,965.8,22.0,22.0,965.8,0.0,Corragated Plastic 4' x 8' sheet,0.3299565127,HP,6.133333333333334,2.2129999997615273,Monday,0.0
P5_6X24_TAG_Sale_Signs_8-14-24_CORPLS,2024-10-08,0 days 00:46:43,12960.0,360.0,360.0,12960.0,0.0,Corragated Plastic 4' x 8' sheet,10.09913333,HP,46.71666666666667,908.9219997,Tuesday,0.0
P5_All_Signs_Ultra_Foam_Board_9-13-24_UFS,2024-09-19,0 days 00:09:56,4603.2,95.9,95.9,4603.2,0.0,Ultra Foam Sheet 4' x 8',0.1865693431,HP,9.933333333333334,5.964000001096666,Thursday,0.0
P6_Republic_services_Golf_8_22_24_CORPL1824,2024-09-24,0 days 00:03:25,432.0,18.0,18.0,432.0,0.0,"Corragated Plastic 18"" x 24"" sheet",0.2553333333,HP,3.4166666666666665,0.7659999999,Tuesday,0.0
Pace_overlay_ALMS3,2024-05-16,0 days 00:24:06,2141.1,61.0,61.0,2141.1,0.0,Aluminum 3mm acm 4' x 8' sheet,1.638095,HP,24.1,24.356425031249998,Thursday,0.0
Pacific_Baptist_VBS_2up_CORPLS,2024-06-27,0 days 00:06:37,864.0,18.0,18.0,864.0,0.0,Corragated Plastic 4' x 8' sheet,1.408166667,HP,6.616666666666666,8.449000002,Thursday,0.0
Pacific_Baptist_VBS_CORPLS,2024-06-27,0 days 00:14:51,3460.8,72.0,72.0,3460.8,0.0,Corragated Plastic 4' x 8' sheet,1.40629681,HP,14.85,33.79800000033333,Thursday,0.0
Pacific_Baptist_VBS_CORPLS~1,2024-06-27,0 days 00:12:41,4320.0,90.0,90.0,4320.0,0.0,Corragated Plastic 4' x 8' sheet,1.408233333,HP,12.683333333333334,42.246999990000006,Thursday,0.0
Padel_+_Pickle_reflective_alum_wayfinding_signs_ALMR,2024-03-28,0 days 00:20:09,1677.6,36.0,36.0,1677.6,0.0,Reflective Aluminum 4' x 8' sheet,1.638095,HP,20.15,19.083806749999997,Thursday,0.0
Pallet_Cap_Guide_New_Layout_5-6-24_PVC3,2024-05-14,0 days 05:42:34,62023.2,1442.4,1442.4,62023.2,0.0,PVC 3mm 4' x 8' sheet,1.638095,HP,342.56666666666666,705.5548180833333,Tuesday,0.0
Parking_Directional_Signs_9-18-24_CORPL1824,2024-09-19,0 days 00:03:12,432.0,24.0,24.0,432.0,0.0,"Corragated Plastic 18"" x 24"" sheet",0.2823333333,HP,3.2,0.8469999999,Thursday,0.0
Parking_Directional_Signs_9-18-24_CORPL23,2024-09-19,0 days 00:05:33,864.0,36.0,36.0,864.0,0.0,Corragated Plastic 2' x 3' sheet,0.3953333333,HP,5.55,2.3719999998,Thursday,0.0
Parking_Reflective_08.23.24_ALMR,2024-08-23,0 days 00:16:02,860.4,23.9,23.9,860.4,0.0,Reflective Aluminum 4' x 8' sheet,0.8309623431,HP,16.033333333333335,4.965000000022499,Friday,0.0
Partner_Tailgate_24x36_need_4__8-22-24_CORPLS,2024-08-22,0 days 00:08:12,1728.0,36.0,36.0,1728.0,0.0,Corragated Plastic 4' x 8' sheet,2.186083333,HP,8.2,26.232999996,Thursday,0.0
Pathfinder_July4_Banner__6-13-24_BAN98,2024-06-14,0 days 00:25:46,7252.0,98.0,98.0,7252.0,0.0,"16 oz Banner 98""",1.638095,HP,25.766666666666666,82.49628430555556,Friday,0.0
pdf_yard_sign_CORPL1824,2024-07-03,0 days 00:19:29,432.0,24.0,24.0,432.0,0.0,"Corragated Plastic 18"" x 24"" sheet",9.785666667,HP,19.483333333333334,29.357000000999996,Wednesday,0.0
Perfect_Nails_18x24_DF_Yard_Signs_3-21-24_CORPLS,2024-04-01,0 days 00:15:45,864.0,18.0,18.0,864.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,15.75,9.828570000000001,Monday,0.0
Perfect_Nails_18x24_DF_Yard_Signs_Redo_S1__3-21-24_CORPLS,2024-04-01,0 days 00:02:39,432.0,18.0,18.0,432.0,0.0,Corragated Plastic 4' x 8' sheet,1.638095,HP,2.65,4.9142850000000005,Monday,0.0
