,Company_(Maker-if known),Specific Bean Origin_or Bar Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Broad Bean_Origin,Company_Location_Count,Location Rarity Classification,Cocoa Amount Group,Country
1097,Momotombo,Mombacho,661,2011,0.7,Nicaragua,2.75,Nicaragua,5,extra rare,Average Amount,Nicaragua
1098,Momotombo,Oscuro,772,2011,0.7,Nicaragua,3.25,Nicaragua,5,extra rare,Average Amount,Nicaragua
1099,Monarque,Oko Caribe,1812,2016,0.72,Canada,3.5,Dominican Republic,117,somewhat rare,Average Amount,Canada
1100,Monsieur Truffe,Papaua New Guinea,1391,2014,0.7,Australia,3.25,Papua New Guinea,46,rare,Average Amount,Australia
1101,Montecristi,Manabi,1654,2015,0.7,Ecuador,3.25,Ecuador,54,rare,Average Amount,Ecuador
1102,Montecristi,Manabi,1654,2015,0.63,Ecuador,3.5,Ecuador,54,rare,Light Amount,Ecuador
1103,Montecristi,Manabi,1658,2015,0.85,Ecuador,3.5,Ecuador,54,rare,High Amount,Ecuador
1104,Muchomas (Mesocacao),Nicaragua,1462,2015,0.7,U.S.A.,3.5,Nicaragua,738,most common,Average Amount,United States of America
1105,Muchomas (Mesocacao),Nicaragua,1462,2015,0.8,U.S.A.,3.5,Nicaragua,738,most common,High Amount,United States of America
1106,Mutari,"Kokoa Kamili, batch 1 SRB",1896,2016,0.68,U.S.A.,2.75,Tanzania,738,most common,Average Amount,United States of America
1107,Mutari,"Oko Caribe, batch 1 SRB",1896,2016,0.71,U.S.A.,2.75,Domincan Republic,738,most common,Average Amount,United States of America
1108,Mutari,"Ambanja, batch 1 SRB",1900,2016,0.68,U.S.A.,2.75,Madagascar,738,most common,Average Amount,United States of America
1109,Mutari,"Tien Giang, batch 1 SRB",1900,2016,0.8,U.S.A.,3.0,Vietnam,738,most common,High Amount,United States of America
1110,Nahua,"Costa Rica, Oscuro",1049,2013,0.58,Costa Rica,2.5,Costa Rica,9,extra rare,Light Amount,Costa Rica
1111,Nahua,"Costa Rica, Oscuro",1049,2013,0.7,Costa Rica,3.0,Costa Rica,9,extra rare,Average Amount,Costa Rica
1112,Naive,Trinidad & Tobago,1046,2013,0.7,Lithuania,3.75,"Trinidad, Tobago",6,extra rare,Average Amount,Lithuania
1113,Naive,"Maranon Canyon, Fortunato No. 4",1133,2013,0.78,Lithuania,3.75,Peru,6,extra rare,Average Amount,Lithuania
1114,Naive,Grenada,867,2012,0.71,Lithuania,2.5,Grenada,6,extra rare,Average Amount,Lithuania
1115,Na�ve,Nicaragua,1379,2014,0.7,Lithuania,3.25,Nicaragua,6,extra rare,Average Amount,Lithuania
1116,Na�ve,Chuao,1399,2014,0.75,Lithuania,2.75,Venezuela,6,extra rare,Average Amount,Lithuania
1117,Na�ve,Barinas,1399,2014,0.7,Lithuania,3.0,Venezuela,6,extra rare,Average Amount,Lithuania
1118,Nanea,Criollo Blend,1007,2013,0.85,U.S.A.,3.5,Hawaii,738,most common,High Amount,United States of America
1119,Nathan Miller,Peru,1403,2014,0.72,U.S.A.,2.25,Peru,738,most common,Average Amount,United States of America
1120,Nathan Miller,Hispaniola,1403,2014,0.7,U.S.A.,2.5,Dominican Republic,738,most common,Average Amount,United States of America
1121,Nathan Miller,Madagascar,1403,2014,0.735,U.S.A.,2.5,Madagascar,738,most common,Average Amount,United States of America
1122,Nathan Miller,Ghana,1403,2014,0.7,U.S.A.,3.5,Ghana,738,most common,Average Amount,United States of America
1123,Neuhaus (Callebaut),Papua New Guinea,531,2010,0.7,Belgium,2.5,Papua New Guinea,37,rare,Average Amount,Belgium
1124,Neuhaus (Callebaut),Manickchand Estate,230,2008,0.67,Belgium,3.75,Trinidad,37,rare,Average Amount,Belgium
1125,Neuhaus (Callebaut),West Africa,15,2006,0.73,Belgium,2.0,West Africa,37,rare,Average Amount,Belgium
1126,Neuhaus (Callebaut),Sao Tome,15,2006,0.75,Belgium,2.75,Sao Tome,37,rare,Average Amount,Belgium
1127,Neuhaus (Callebaut),Ocumare,24,2006,0.71,Belgium,3.0,Venezuela,37,rare,Average Amount,Belgium
1128,Nibble,Patanemo,1526,2015,0.72,U.S.A.,2.25,Venezuela,738,most common,Average Amount,United States of America
1129,Nibble,Elvesia P.,1526,2015,0.72,U.S.A.,2.75,Dominican Republic,738,most common,Average Amount,United States of America
1130,Nibble,"Ambanja, Sambirano Valley",1526,2015,0.72,U.S.A.,3.0,Madagascar,738,most common,Average Amount,United States of America
1131,Nibble,Tumbes,1526,2015,0.72,U.S.A.,3.0,Peru,738,most common,Average Amount,United States of America
1132,Night Owl,Peru,1022,2013,0.75,U.S.A.,2.75,Peru,738,most common,Average Amount,United States of America
1133,Night Owl,Ecuador,1022,2013,0.75,U.S.A.,3.5,Ecuador,738,most common,Average Amount,United States of America
1134,Noble Bean aka Jerjobo,Ghana,1295,2014,0.75,U.S.A.,3.0,Ghana,738,most common,Average Amount,United States of America
1135,Noble Bean aka Jerjobo,Moho Valley,1299,2014,0.75,U.S.A.,3.0,Belize,738,most common,Average Amount,United States of America
1136,Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,0.75,U.S.A.,3.25,Peru,738,most common,Average Amount,United States of America
1137,Noir d' Ebine,Venezuela,837,2012,0.7,U.S.A.,3.0,Venezuela,738,most common,Average Amount,United States of America
1138,Noir d' Ebine,Ecuador,841,2012,0.7,U.S.A.,3.0,Ecuador,738,most common,Average Amount,United States of America
1139,Nova Monda,"La Patriota, cacao Indio, purple label",931,2012,0.7,Nicaragua,3.0,Nicaragua,5,extra rare,Average Amount,Nicaragua
1140,Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,0.75,Niacragua,2.75,Nicaragua,1,extra rare,Average Amount,Amsterdam
1141,Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,0.8,Nicaragua,3.25,Ecuador,5,extra rare,High Amount,Nicaragua
1142,Nuance,"Ghana, 2013",1454,2015,0.7,U.S.A.,3.75,Ghana,738,most common,Average Amount,United States of America
1143,Nuance,"Ecuador, 2013",1458,2015,0.7,U.S.A.,2.75,Ecuador,738,most common,Average Amount,United States of America
1144,Nuance,"Canoabo, 2013",1458,2015,0.7,U.S.A.,3.0,Venezuela,738,most common,Average Amount,United States of America
1145,Nuance,"Sambirano Valley, 2012",1458,2015,0.7,U.S.A.,3.5,Madagascar,738,most common,Average Amount,United States of America
1146,Nuance,La Red,1470,2015,0.7,U.S.A.,3.75,Dominican Republic,738,most common,Average Amount,United States of America
1147,Nugali,Fazenda Leolinda,1876,2016,0.7,Brazil,3.5,Brazil,17,extra rare,Average Amount,Brazil
1148,Oakland Chocolate Co.,Jamaica,478,2010,0.7,U.S.A.,2.5,Jamaica,738,most common,Average Amount,United States of America
1149,Obolo,Pangoa,1638,2015,0.7,Chile,3.75,Peru,2,extra rare,Average Amount,Chile
1150,Obolo,"Pangoa, w/ nibs",1638,2015,0.7,Chile,3.75,Peru,2,extra rare,Average Amount,Chile
1151,Ocelot,Virunga,1558,2015,0.7,Scotland,3.75,Congo,10,extra rare,Average Amount,United Kingdom
1152,Ocelot,Piura,1558,2015,0.75,Scotland,4.0,Peru,10,extra rare,Average Amount,United Kingdom
1153,Ocho,Sang Yum Coop,1760,2016,1.0,New Zealand,2.75,Samoa,17,extra rare,High Amount,New Zealand
1154,Ocho,Sang Yum Coop,1760,2016,0.7,New Zealand,3.5,Samoa,17,extra rare,Average Amount,New Zealand
1155,Ocho,"PNG, Devotion",1411,2014,0.66,New Zealand,2.75,Papua New Guinea,17,extra rare,Average Amount,New Zealand
1156,Ocho,"PNG, Revolution",1411,2014,0.7,New Zealand,3.0,Papua New Guinea,17,extra rare,Average Amount,New Zealand
1157,Ocho,"PNG, Voodoo",1411,2014,0.88,New Zealand,3.25,Papua New Guinea,17,extra rare,High Amount,New Zealand
1158,Ocho,"PNG, Nib Bar",1411,2014,0.74,New Zealand,3.5,Papua New Guinea,17,extra rare,Average Amount,New Zealand
1159,Ohiyo,"San Juan Estate, Gran Couva",1594,2015,0.7,U.S.A.,2.75,Trinidad,738,most common,Average Amount,United States of America
1160,Ohiyo,Tanzania,1598,2015,0.7,U.S.A.,3.0,Tanzania,738,most common,Average Amount,United States of America
1161,Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,2011,0.7,Germany,3.5,Bolivia,35,rare,Average Amount,Germany
1162,Olive and Sinclair,Dominican Republic prototype,486,2010,0.72,U.S.A.,3.0,Dominican Republic,738,most common,Average Amount,United States of America
1163,Olive and Sinclair,Ghana prototype,486,2010,0.72,U.S.A.,3.0,Ghana,738,most common,Average Amount,United States of America
1164,Olive and Sinclair,Dark 67,457,2009,0.67,U.S.A.,2.75,"Ghana, Domin. Rep",738,most common,Average Amount,United States of America
1165,Olive and Sinclair,Dark 75,457,2009,0.75,U.S.A.,3.0,"Ghana, Domin. Rep",738,most common,Average Amount,United States of America
1166,Olivia,Carribean-Raw,688,2011,0.76,Canada,2.0,Carribean,117,somewhat rare,Average Amount,Canada
1167,Olivia,Carribean,688,2011,0.76,Canada,2.75,Carribean,117,somewhat rare,Average Amount,Canada
1168,Olivia,Carribean,688,2011,0.85,Canada,2.75,Carribean,117,somewhat rare,High Amount,Canada
1169,Olivia,Carribean-Raw,688,2011,0.85,Canada,3.0,Carribean,117,somewhat rare,High Amount,Canada
1170,Omanhene,Ghana,693,2011,0.8,Ghana,2.75,Ghana,1,extra rare,High Amount,Ghana
1171,Omnom,"Kakao Kamili, Kilombero Valley",1816,2016,0.7,Iceland,3.75,Tanzania,3,extra rare,Average Amount,Iceland
1172,Omnom,Papua New Guinea,1247,2014,0.7,Iceland,3.0,Papua New Guinea,3,extra rare,Average Amount,Iceland
1173,Omnom,Madagascar,1247,2014,0.66,Iceland,3.5,Madagascar,3,extra rare,Average Amount,Iceland
1174,organicfair,Maya Mountain,1161,2013,0.74,Canada,2.75,Belize,117,somewhat rare,Average Amount,Canada
1175,organicfair,La Red,1165,2013,0.72,Canada,2.75,Dominican Republic,117,somewhat rare,Average Amount,Canada
1176,organicfair,Nicaraqua,1165,2013,0.72,Canada,2.75,Nicaragua,117,somewhat rare,Average Amount,Canada
1177,organicfair,Caribe,1165,2013,0.72,Canada,3.0,Dominican Republic,117,somewhat rare,Average Amount,Canada
1178,organicfair,Mindo,1165,2013,0.72,Canada,3.0,Ecuador,117,somewhat rare,Average Amount,Canada
1179,Original Beans (Felchlin),Papua Kerafat,1438,2014,0.68,Switzerland,2.75,Papua New Guinea,35,rare,Average Amount,Switzerland
1180,Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R. 24hr c.",733,2011,0.66,Switzerland,3.75,Bolivia,35,rare,Average Amount,Switzerland
1181,Original Beans (Felchlin),"D.R. Congo, Cru Virunga",331,2009,0.7,Switzerland,3.0,Congo,35,rare,Average Amount,Switzerland
1182,Original Beans (Felchlin),"Piura, Apotequil, ""Porcelana"" 72hr c.",341,2009,0.75,Switzerland,3.0,Peru,35,rare,Average Amount,Switzerland
1183,Original Beans (Felchlin),"Alto Beni, Wild Harvest, Itenez R., 60hr c.",341,2009,0.68,Switzerland,3.25,Bolivia,35,rare,Average Amount,Switzerland
1184,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Grand Cru E.",316,2009,0.6,U.S.A.,3.0,Hawaii,738,most common,Light Amount,United States of America
1185,Original Hawaiin Chocolate Factory,"Hawai'i, Kona Estate Grown",24,2006,0.6,U.S.A.,3.0,Hawaii,738,most common,Light Amount,United States of America
1186,Orquidea,Peru,859,2012,0.65,Peru,3.0,Peru,17,extra rare,Average Amount,Peru
1187,Orquidea,Peru,859,2012,0.72,Peru,3.0,Peru,17,extra rare,Average Amount,Peru
1188,Pacari,"Sierra Nevada, Tutu Iku",1848,2016,0.7,Ecuador,4.0,Colombia,54,rare,Average Amount,Ecuador
1189,Pacari,Garaua,1415,2014,0.7,Ecuador,3.25,Ecuador,54,rare,Average Amount,Ecuador
1190,Pacari,Cumbia,1415,2014,0.7,Ecuador,3.5,Ecuador,54,rare,Average Amount,Ecuador
1191,Pacari,Montubia,1415,2014,0.7,Ecuador,3.75,Ecuador,54,rare,Average Amount,Ecuador
1192,Pacari,Tangara,1415,2014,0.7,Ecuador,4.0,Ecuador,54,rare,Average Amount,Ecuador
1193,Pacari,"Ecuador, raw",817,2012,0.85,Ecuador,2.75,Ecuador,54,rare,High Amount,Ecuador
1194,Pacari,Piura,863,2012,0.7,Ecuador,4.0,Peru,54,rare,Average Amount,Ecuador
1195,Pacari,Nube- prototype,721,2011,0.7,Ecuador,3.5,Ecuador,54,rare,Average Amount,Ecuador
1196,Pacari,Esmeraldas,224,2008,0.6,Ecuador,2.5,Ecuador,54,rare,Light Amount,Ecuador
1197,Pacari,Manabi,224,2008,0.65,Ecuador,2.75,Ecuador,54,rare,Average Amount,Ecuador
1198,Pacari,Los Rios,224,2008,0.72,Ecuador,3.0,Ecuador,54,rare,Average Amount,Ecuador
1199,Pacari,Raw,266,2008,1.0,Ecuador,2.0,Ecuador,54,rare,High Amount,Ecuador
1200,Pacari,Raw,266,2008,0.7,Ecuador,3.5,Ecuador,54,rare,Average Amount,Ecuador
1201,Palette de Bine,Lachua,1720,2016,0.7,Canada,2.75,Guatemala,117,somewhat rare,Average Amount,Canada
1202,Palette de Bine,Maya Mtn,1720,2016,0.72,Canada,3.0,Belize,117,somewhat rare,Average Amount,Canada
1203,Palette de Bine,"Silvestre, La Paz, Beni",1570,2015,0.7,Canada,3.25,Bolivia,117,somewhat rare,Average Amount,Canada
1204,Palette de Bine,"San Juan Estate, Gran Couva",1570,2015,0.7,Canada,3.25,Trinidad,117,somewhat rare,Average Amount,Canada
1205,Palette de Bine,Kokoa Kamili,1574,2015,0.72,Canada,3.5,Tanzania,117,somewhat rare,Average Amount,Canada
1206,Palette de Bine,Lam Dong,1574,2015,0.72,Canada,3.75,Vietnam,117,somewhat rare,Average Amount,Canada
1207,Palette de Bine,"Alto Beni, Palos Blancos",1239,2014,0.72,Canada,2.75,Bolivia,117,somewhat rare,Average Amount,Canada
1208,Palette de Bine,Sambirano,1239,2014,0.78,Canada,3.75,Madagascar,117,somewhat rare,Average Amount,Canada
1209,Palette de Bine,"Camino Verde P., Balao, Guayas",1303,2014,0.75,Canada,2.75,Ecuador,117,somewhat rare,Average Amount,Canada
1210,Palette de Bine,Duo- Gran Couva & Camino Verde,1399,2014,0.75,Canada,3.5,"Trinidad, Ecuador",117,somewhat rare,Average Amount,Canada
1211,Palette de Bine,Gran Couva,1399,2014,0.7,Canada,3.75,Trinidad,117,somewhat rare,Average Amount,Canada
1212,Pangea,Matasawalevu,1860,2016,0.76,Spain,3.0,Fiji,21,extra rare,Average Amount,Spain
1213,Park 75,South America,1363,2014,0.65,U.S.A.,3.5,South America,738,most common,Average Amount,United States of America
1214,Parliament,Kilombero Valley,1856,2016,0.7,U.S.A.,3.25,Tanzania,738,most common,Average Amount,United States of America
1215,Parliament,"Lachua, Q'egchi families",1542,2015,0.7,U.S.A.,3.5,Guatemala,738,most common,Average Amount,United States of America
1216,Parliament,Alto Beni,1251,2014,0.7,U.S.A.,3.0,Bolivia,738,most common,Average Amount,United States of America
1217,Parliament,Oko Caribe,1255,2014,0.7,U.S.A.,3.5,Dominican Republic,738,most common,Average Amount,United States of America
1218,Pascha,Peru,1137,2013,0.55,Peru,2.5,Peru,17,extra rare,Light Amount,Peru
1219,Pascha,Peru,1137,2013,0.7,Peru,2.75,Peru,17,extra rare,Average Amount,Peru
1220,Patric,Madagascar,331,2009,0.75,U.S.A.,4.0,Madagascar,738,most common,Average Amount,United States of America
1221,Patric,Madagascar,439,2009,0.67,U.S.A.,3.5,Madagascar,738,most common,Average Amount,United States of America
1222,Patric,"Rio Caribe, Paria Penninsula",439,2009,0.7,U.S.A.,3.5,Venezuela,738,most common,Average Amount,United States of America
1223,Patric,Madagascar,196,2007,0.7,U.S.A.,4.0,Madagascar,738,most common,Average Amount,United States of America
1224,Patric,"Piura, Choc. Garage Exclusive",1034,2013,0.67,U.S.A.,4.0,Peru,738,most common,Average Amount,United States of America
1225,Paul Young,"Madagascar, w/ shell",1271,2014,0.73,U.K.,2.25,Madagascar,95,somewhat rare,Average Amount,United Kingdom
1226,Paul Young,"Madagascar, w/ shell",1271,2014,0.64,U.K.,2.75,Madagascar,95,somewhat rare,Light Amount,United Kingdom
1227,Peppalo,Dominican Republic,1454,2015,0.82,U.S.A.,3.0,Dominican Republic,738,most common,High Amount,United States of America
1228,Pierre Marcolini,"Haut Penja, w/ nibs",1658,2015,0.7,Belgium,3.25,Cameroon,37,rare,Average Amount,Belgium
1229,Pierre Marcolini,Chuao,478,2010,0.75,Belgium,3.0,Venezuela,37,rare,Average Amount,Belgium
1230,Pierre Marcolini,Trinite,478,2010,0.75,Belgium,3.25,Trinidad,37,rare,Average Amount,Belgium
1231,Pierre Marcolini,"Baracoa, Cuba",516,2010,0.78,Belgium,3.75,Cuba,37,rare,Average Amount,Belgium
1232,Pierre Marcolini,"Peru, Las Pampas P.",531,2010,0.85,Belgium,3.0,Peru,37,rare,High Amount,Belgium
1233,Pierre Marcolini,"Bahia Brazil, Fazenda Sao Pedro",414,2009,0.72,Belgium,3.0,Brazil,37,rare,Average Amount,Belgium
1234,Pierre Marcolini,"Porcelana, Tabasco, Finca La Joya",445,2009,0.72,Belgium,3.0,Mexico,37,rare,Average Amount,Belgium
1235,Pierre Marcolini,Cabosse,111,2007,0.7,Belgium,4.0,"Venezuela, Java",37,rare,Average Amount,Belgium
1236,Pierre Marcolini,"Los Rios, Puerto Romero, Equateur",129,2007,0.72,Belgium,3.75,Ecuador,37,rare,Average Amount,Belgium
1237,Pierre Marcolini,"Sambirano, Ambanja, Madagascar",141,2007,0.72,Belgium,4.0,Madagascar,37,rare,Average Amount,Belgium
1238,Pierre Marcolini,Fleur de Cacao,166,2007,0.85,Belgium,3.5,Venezuela/ Ghana,37,rare,High Amount,Belgium
1239,Pierre Marcolini,"Porcelana, Tabasco, Limited Ed.",81,2006,0.72,Belgium,4.0,Mexico,37,rare,Average Amount,Belgium
1240,Pierre Marcolini,"Kendem Lembu, Java",93,2006,0.72,Belgium,3.0,Indonesia,37,rare,Average Amount,Belgium
1241,Pierre Marcolini,"Ocumare, Puerto Cabello, Venezuela",93,2006,0.72,Belgium,4.0,Venezuela,37,rare,Average Amount,Belgium
1242,Pinellas,Wampusirpi Region,1772,2016,0.8,U.S.A.,2.5,Honduras,738,most common,High Amount,United States of America
1243,Pitch Dark,Tenor,1506,2015,0.62,U.S.A.,2.5,Nicaragua,738,most common,Light Amount,United States of America
1244,Pitch Dark,Johe,1506,2015,0.8,U.S.A.,2.75,Nicaragua,738,most common,High Amount,United States of America
1245,Pitch Dark,Chuno,1510,2015,0.8,U.S.A.,2.75,Nicaragua,738,most common,High Amount,United States of America
1246,Pitch Dark,Nicalizo,1510,2015,0.8,U.S.A.,2.75,Nicaragua,738,most common,High Amount,United States of America
1247,Pitch Dark,Rugoso,1510,2015,0.8,U.S.A.,3.25,Nicaragua,738,most common,High Amount,United States of America
1248,Pitch Dark,Akesson Estate,1311,2014,0.73,U.S.A.,3.25,Madagascar,738,most common,Average Amount,United States of America
1249,Pitch Dark,Namau Village,1315,2014,0.73,U.S.A.,2.5,Fiji,738,most common,Average Amount,United States of America
1250,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Fruity""",1319,2014,0.73,U.S.A.,3.25,Ecuador,738,most common,Average Amount,United States of America
1251,Pitch Dark,"Camino Verde P., Balao, Guayas, ""Floral""",1319,2014,0.73,U.S.A.,3.5,Ecuador,738,most common,Average Amount,United States of America
1252,Pomm (aka Dead Dog),"La Red, 2011",829,2012,0.76,U.S.A.,2.5,Dominican Republic,738,most common,Average Amount,United States of America
1253,Pomm (aka Dead Dog),Peru,829,2012,0.82,U.S.A.,2.75,Peru,738,most common,High Amount,United States of America
1254,Potomac,"Oko Caribe, Duarte Province, 2016 H.",1820,2016,0.7,U.S.A.,3.75,Domincan Republic,738,most common,Average Amount,United States of America
1255,Potomac,"Cuyagua, 2013",1387,2014,0.7,U.S.A.,3.75,Venezuela,738,most common,Average Amount,United States of America
1256,Potomac,Upala w/ nibs,647,2011,0.7,U.S.A.,3.5,Costa Rica,738,most common,Average Amount,United States of America
1257,Potomac,"Upala, Batch 18",654,2011,0.7,U.S.A.,3.0,Costa Rica,738,most common,Average Amount,United States of America
1258,Potomac,"San Martin, Amazonian Highlands",789,2011,0.7,U.S.A.,2.75,Peru,738,most common,Average Amount,United States of America
1259,Potomac,Bahia,789,2011,0.7,U.S.A.,3.5,Brazil,738,most common,Average Amount,United States of America
1260,Potomac,"Upala, Batch 12",607,2010,0.82,U.S.A.,3.75,Costa Rica,738,most common,High Amount,United States of America
