,Company_(Maker-if known),Specific Bean Origin_or Bar Name,REF,Review_Date,Cocoa_Percent,Company_Location,Rating,Broad Bean_Origin,Company Latitude,Company Logitude,Company_Location_Count,Location Rarity Classification,Cocoa Amount Group,Bean Origin Longitude,Bean Origin Latitude,Bean_Origin_Count,Bean_Origin_Category
968,Mana,Ecuador,1446,2015,0.74,U.S.A.,2.5,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,41,Common
969,Mana,Peru,1219,2014,0.74,U.S.A.,2.5,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,45,Common
970,Mana,Venezuela,1219,2014,0.74,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,21,Common
971,Mana,Conacado,821,2012,0.74,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,10,Somewhat Common
972,Manifesto Cacao,Colombia,1331,2014,0.7,Colombia,2.75,Colombia,4.57,-74.3,23,extra rare,Average Amount,-74.2973,4.5709,3,Somewhat Rare
973,Manoa,Markham Valley,1522,2015,0.72,U.S.A.,3.5,Papua New Guinea,37.09,-95.71,738,most common,Average Amount,147.3257,-6.314993,2,Rare
974,Manoa,Coto Brus,1522,2015,0.72,U.S.A.,3.75,Costa Rica,37.09,-95.71,738,most common,Average Amount,-84.0739,9.7489,1,Extra Rare
975,Manoa,"Waiahole, O'ahu",1089,2013,0.72,U.S.A.,3.75,Hawaii,37.09,-95.71,738,most common,Average Amount,-155.5828,19.8968,1,Extra Rare
976,Manoa,"Liberia, #174",1003,2012,0.72,U.S.A.,3.25,Liberia,37.09,-95.71,738,most common,Average Amount,-9.4295,6.4281,1,Extra Rare
977,Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,0.72,U.S.A.,2.75,Hawaii,37.09,-95.71,738,most common,Average Amount,-155.5828,19.8968,1,Extra Rare
978,Manoa,Piura,1007,2012,0.72,U.S.A.,3.0,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,8,Somewhat Rare
979,Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,0.72,U.S.A.,3.25,Hawaii,37.09,-95.71,738,most common,Average Amount,-155.5828,19.8968,1,Extra Rare
980,Manufaktura Czekolady,Johe,1844,2016,0.7,Poland,3.75,Nicaragua,51.92,19.15,7,extra rare,Average Amount,-85.2072,12.8654,3,Somewhat Rare
981,Manufaktura Czekolady,Peru,1848,2016,0.7,Poland,3.5,Peru,51.92,19.15,7,extra rare,Average Amount,-75.0152,-9.189967,45,Common
982,Manufaktura Czekolady,Porcelana,1255,2014,0.7,Poland,3.75,Venezuela,51.92,19.15,7,extra rare,Average Amount,-66.5897,6.4238,11,Somewhat Common
983,Manufaktura Czekolady,Kolumbia,1279,2014,0.85,Poland,3.5,Colombia,51.92,19.15,7,extra rare,High Amount,-74.2973,4.5709,1,Extra Rare
984,Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,0.7,Poland,3.25,Dominican Republic,51.92,19.15,7,extra rare,Average Amount,-70.1627,18.7357,1,Extra Rare
985,Manufaktura Czekolady,Grand Cru Ghana,871,2012,0.7,Poland,3.5,Ghana,51.92,19.15,7,extra rare,Average Amount,-1.0232,7.9465,1,Extra Rare
986,Manufaktura Czekolady,Grand Cru Ecuador,875,2012,0.7,Poland,3.25,Ecuador,51.92,19.15,7,extra rare,Average Amount,-78.1834,-1.8312,1,Extra Rare
987,Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,0.75,U.S.A.,3.25,Vietnam,37.09,-95.71,738,most common,Average Amount,108.2772,14.0583,1,Extra Rare
988,Map Chocolate,"ROIG, 2014",1474,2015,0.7,U.S.A.,3.5,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
989,Map Chocolate,"Maranon, 2014",1474,2015,0.62,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Light Amount,-75.0152,-9.189967,1,Extra Rare
990,Map Chocolate,Ecuador,1478,2015,0.7,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,41,Common
991,Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,0.7,U.S.A.,2.75,Trinidad,37.09,-95.71,738,most common,Average Amount,-61.2225,10.6918,1,Extra Rare
992,Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,0.7,U.S.A.,3.5,Nicaragua,37.09,-95.71,738,most common,Average Amount,-85.2072,12.8654,1,Extra Rare
993,Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,0.68,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,1,Extra Rare
994,Map Chocolate,Colombia,1610,2015,0.75,U.S.A.,2.75,Colombia,37.09,-95.71,738,most common,Average Amount,-74.2973,4.5709,3,Somewhat Rare
995,Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,0.72,U.S.A.,3.0,Tanzania,37.09,-95.71,738,most common,Average Amount,34.8888,-6.369028,1,Extra Rare
996,Map Chocolate,Le Chocolat Chaud,1634,2015,0.78,U.S.A.,3.5,Honduras,37.09,-95.71,738,most common,Average Amount,-86.2419,15.2,1,Extra Rare
997,Marana,Piura,1872,2016,0.7,Peru,3.0,Peru,-9.19,-75.02,17,extra rare,Average Amount,-75.0152,-9.189967,8,Somewhat Rare
998,Marana,Cusco,1884,2016,0.7,Peru,2.75,Peru,-9.19,-75.02,17,extra rare,Average Amount,-75.0152,-9.189967,1,Extra Rare
999,Marana,San Martin,1884,2016,0.7,Peru,3.0,Peru,-9.19,-75.02,17,extra rare,Average Amount,-75.0152,-9.189967,8,Somewhat Rare
1000,Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,0.85,Vietnam,3.25,Vietnam,14.06,108.28,11,extra rare,High Amount,108.2772,14.0583,1,Extra Rare
1001,Marou,Ben Tre,1650,2015,0.68,Vietnam,3.5,Vietnam,14.06,108.28,11,extra rare,Average Amount,108.2772,14.0583,4,Somewhat Rare
1002,Marou,"Dak Lak, Batch 2451",1650,2015,0.7,Vietnam,3.75,Vietnam,14.06,108.28,11,extra rare,Average Amount,108.2772,14.0583,1,Extra Rare
1003,Marou,"Tan Phu Dong, Treasure Island",1149,2013,0.75,Vietnam,3.5,Vietnam,14.06,108.28,11,extra rare,Average Amount,108.2772,14.0583,1,Extra Rare
1004,Marou,Ba Ria,845,2012,0.76,Vietnam,3.5,Vietnam,14.06,108.28,11,extra rare,Average Amount,108.2772,14.0583,1,Extra Rare
1005,Marou,Dong Nai,845,2012,0.72,Vietnam,3.5,Vietnam,14.06,108.28,11,extra rare,Average Amount,108.2772,14.0583,1,Extra Rare
1006,Marou,"Tien Giang, Gao Co-op",845,2012,0.7,Vietnam,3.5,Vietnam,14.06,108.28,11,extra rare,Average Amount,108.2772,14.0583,1,Extra Rare
1007,Marou,Ben Tre,849,2012,0.78,Vietnam,3.5,Vietnam,14.06,108.28,11,extra rare,Average Amount,108.2772,14.0583,4,Somewhat Rare
1008,Marou,Tien Giang,895,2012,0.8,Vietnam,3.0,Vietnam,14.06,108.28,11,extra rare,High Amount,108.2772,14.0583,5,Somewhat Rare
1009,Marou,Lam Dong,955,2012,0.74,Vietnam,3.5,Vietnam,14.06,108.28,11,extra rare,Average Amount,108.2772,14.0583,4,Somewhat Rare
1010,Mars,"Matina 1-6, prototype",537,2010,0.65,U.S.A.,3.0,Costa Rica,37.09,-95.71,738,most common,Average Amount,-84.0739,9.7489,1,Extra Rare
1011,Mars,Ivory Coast,544,2010,0.65,U.S.A.,3.0,Ivory Coast,37.09,-95.71,738,most common,Average Amount,-5.5471,7.539989,4,Somewhat Rare
1012,Mars,Nigeria,544,2010,0.65,U.S.A.,3.25,Nigeria,37.09,-95.71,738,most common,Average Amount,8.6753,9.082,1,Extra Rare
1013,Mars,"Ghana, prototype",544,2010,0.65,U.S.A.,3.5,Ghana,37.09,-95.71,738,most common,Average Amount,-1.0232,7.9465,1,Extra Rare
1014,Marsatta,Dominican Republic,1189,2013,0.74,U.S.A.,2.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,37,Common
1015,Marsatta,Dominican Republic,1189,2013,0.89,U.S.A.,2.5,Dominican Republic,37.09,-95.71,738,most common,High Amount,-70.1627,18.7357,37,Common
1016,Martin Mayer,Alto Beni,1836,2016,0.76,Austria,2.75,Bolivia,47.52,14.55,23,extra rare,Average Amount,-63.5887,-16.2902,8,Somewhat Rare
1017,Martin Mayer,Pisa,1836,2016,0.82,Austria,3.0,Haiti,47.52,14.55,23,extra rare,High Amount,-72.2852,18.9712,2,Rare
1018,Martin Mayer,Tumaco,1836,2016,0.74,Austria,3.25,Colombia,47.52,14.55,23,extra rare,Average Amount,-74.2973,4.5709,5,Somewhat Rare
1019,Mast Brothers,Guatemala,1450,2015,0.76,U.S.A.,3.0,Guatemala,37.09,-95.71,738,most common,Average Amount,-90.2308,15.7835,5,Somewhat Rare
1020,Mast Brothers,Tanzania,1450,2015,0.74,U.S.A.,3.25,Tanzania,37.09,-95.71,738,most common,Average Amount,34.8888,-6.369028,11,Somewhat Common
1021,Mast Brothers,French Laundry 20th Anniversary,1359,2014,0.75,U.S.A.,3.75,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,1,Extra Rare
1022,Mast Brothers,Shake Shack,959,2012,0.73,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,1,Extra Rare
1023,Mast Brothers,Chuao,999,2012,0.73,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,19,Common
1024,Mast Brothers,"Chuao, Med. Roast",701,2011,0.76,U.S.A.,3.0,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,1,Extra Rare
1025,Mast Brothers,"Chuao, Dark Roast",709,2011,0.7,U.S.A.,3.0,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,1,Extra Rare
1026,Mast Brothers,"Chuao, Light Roast",713,2011,0.81,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,High Amount,-66.5897,6.4238,1,Extra Rare
1027,Mast Brothers,Moho River,773,2011,0.7,U.S.A.,3.5,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899,1,Extra Rare
1028,Mast Brothers,Papua New Guinea,777,2011,0.71,U.S.A.,2.75,Papua New Guinea,37.09,-95.71,738,most common,Average Amount,147.3257,-6.314993,15,Somewhat Common
1029,Mast Brothers,San Martin,777,2011,0.75,U.S.A.,3.0,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,8,Somewhat Rare
1030,Mast Brothers,Conacado,777,2011,0.73,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,10,Somewhat Common
1031,Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,0.74,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
1032,Mast Brothers,Patanemo,572,2010,0.81,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,High Amount,-66.5897,6.4238,7,Somewhat Rare
1033,Mast Brothers,Ocumare de la Costa,572,2010,0.75,U.S.A.,3.0,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,1,Extra Rare
1034,Mast Brothers,"Dominican Republic, Coop",572,2010,0.7,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
1035,Matale,"Malekula P., 2013",1177,2013,0.72,Australia,3.5,Vanuatu,-25.27,133.78,46,rare,Average Amount,166.9592,-15.3767,1,Extra Rare
1036,Matale,"Somia, 2013",1177,2013,0.68,Australia,4.0,Madagascar,-25.27,133.78,46,rare,Average Amount,46.8691,-18.7669,1,Extra Rare
1037,Matale,"Kulili P., 2013",1177,2013,0.74,Australia,4.0,Papua New Guinea,-25.27,133.78,46,rare,Average Amount,147.3257,-6.314993,1,Extra Rare
1038,Matale,Blend,1181,2013,0.7,Australia,3.75,Papua New Guinea,-25.27,133.78,46,rare,Average Amount,147.3257,-6.314993,3,Somewhat Rare
1039,Maverick,Maya Mountain,1367,2014,0.7,U.S.A.,3.25,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899,10,Somewhat Common
1040,Maverick,Elvesia,1367,2014,0.7,U.S.A.,3.25,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,5,Somewhat Rare
1041,Maverick,Tumbes,1430,2014,0.82,U.S.A.,3.25,Peru,37.09,-95.71,738,most common,High Amount,-75.0152,-9.189967,5,Somewhat Rare
1042,Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,0.63,U.S.A.,3.5,Peru,37.09,-95.71,738,most common,Light Amount,-75.0152,-9.189967,1,Extra Rare
1043,Mayacama,Hispaniola,1728,2016,0.72,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,7,Somewhat Rare
1044,Meadowlands,Bolivia,1287,2014,0.7,U.S.A.,2.5,Bolivia,37.09,-95.71,738,most common,Average Amount,-63.5887,-16.2902,12,Somewhat Common
1045,Meadowlands,Venezuela,1287,2014,0.7,U.S.A.,2.75,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,21,Common
1046,Meadowlands,Belize,1287,2014,0.7,U.S.A.,3.0,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899,13,Somewhat Common
1047,Meadowlands,"Nicaragua, w/ inbs",1291,2014,0.7,U.S.A.,3.0,Nicaragua,37.09,-95.71,738,most common,Average Amount,-85.2072,12.8654,1,Extra Rare
1048,Meadowlands,Dominican Republic,1291,2014,0.7,U.S.A.,3.5,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,37,Common
1049,Menakao (aka Cinagra),Madagascar,837,2012,0.8,Madagascar,2.5,Madagascar,-18.77,46.87,17,extra rare,High Amount,46.8691,-18.7669,56,Common
1050,Menakao (aka Cinagra),Madagascar,841,2012,0.72,Madagascar,2.5,Madagascar,-18.77,46.87,17,extra rare,Average Amount,46.8691,-18.7669,56,Common
1051,Mesocacao,El Salvador,1494,2015,0.8,Honduras,2.75,El Salvador,15.2,-86.24,6,extra rare,High Amount,-88.9,13.7,2,Rare
1052,Mesocacao,El Salvador,1494,2015,0.7,Honduras,3.0,El Salvador,15.2,-86.24,6,extra rare,Average Amount,-88.9,13.7,2,Rare
1053,Mesocacao,Honduras,1347,2014,0.8,Honduras,3.25,Honduras,15.2,-86.24,6,extra rare,High Amount,-86.2419,15.2,4,Somewhat Rare
1054,Mesocacao,Honduras,1347,2014,0.7,Honduras,3.5,Honduras,15.2,-86.24,6,extra rare,Average Amount,-86.2419,15.2,4,Somewhat Rare
1055,Mesocacao,"La Tronca, Matagalpa",1351,2014,0.7,Honduras,3.25,Nicaragua,15.2,-86.24,6,extra rare,Average Amount,-85.2072,12.8654,3,Somewhat Rare
1056,Mesocacao,"La Tronca, Matagalpa",1351,2014,0.8,Honduras,3.5,Nicaragua,15.2,-86.24,6,extra rare,High Amount,-85.2072,12.8654,3,Somewhat Rare
1057,Metiisto,"Fazenda Sempre Firme P., Bahia",1267,2014,0.7,Sweden,3.0,Brazil,60.13,18.64,5,extra rare,Average Amount,-51.9253,-14.235,1,Extra Rare
1058,Metiisto,Akesson Estate,1267,2014,0.72,Sweden,3.5,Madagascar,60.13,18.64,5,extra rare,Average Amount,46.8691,-18.7669,2,Rare
1059,Metropolitan,South America,1688,2015,0.7,Amsterdam,3.5,South America,52.37,4.9,4,extra rare,Average Amount,-57.5,-10.0,2,Rare
1060,Michel Cluizel,"Chiapas, Mokaya P.",963,2012,0.66,France,3.75,Mexico,46.6,2.21,144,somewhat common,Average Amount,-102.5528,23.6345,1,Extra Rare
1061,Michel Cluizel,"Carenero Superior, Concepcion",117,2007,0.66,France,3.5,Venezuela,46.6,2.21,144,somewhat common,Average Amount,-66.5897,6.4238,1,Extra Rare
1062,Michel Cluizel,Vila Gracinda,135,2007,0.67,France,3.5,Sao Tome,46.6,2.21,144,somewhat common,Average Amount,6.6131,0.1864,1,Extra Rare
1063,Michel Cluizel,Tamarina,24,2006,0.7,France,3.0,Sao Tome,46.6,2.21,144,somewhat common,Average Amount,6.6131,0.1864,1,Extra Rare
1064,Michel Cluizel,Los Ancones P.,24,2006,0.67,France,4.0,Dominican Republic,46.6,2.21,144,somewhat common,Average Amount,-70.1627,18.7357,1,Extra Rare
1065,Michel Cluizel,Mangaro P.,24,2006,0.65,France,4.0,Madagascar,46.6,2.21,144,somewhat common,Average Amount,46.8691,-18.7669,1,Extra Rare
1066,Michel Cluizel,Maralumi P.,24,2006,0.64,France,4.0,Papua New Guinea,46.6,2.21,144,somewhat common,Light Amount,147.3257,-6.314993,1,Extra Rare
1067,Middlebury,Maya Mountain,1490,2015,0.8,U.S.A.,3.5,Belize,37.09,-95.71,738,most common,High Amount,-88.4977,17.1899,10,Somewhat Common
1068,Middlebury,San Juan Estate,1490,2015,0.7,U.S.A.,3.5,Trinidad,37.09,-95.71,738,most common,Average Amount,-61.2225,10.6918,3,Somewhat Rare
1069,Middlebury,Oko Caribe,1490,2015,0.75,U.S.A.,3.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,6,Somewhat Rare
1070,Middlebury,"Patanemo, Epoch, Donaldo",1490,2015,0.75,U.S.A.,3.75,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,1,Extra Rare
1071,Middlebury,Kokoa Kamili,1538,2015,0.75,U.S.A.,3.25,Tanzania,37.09,-95.71,738,most common,Average Amount,34.8888,-6.369028,6,Somewhat Rare
1072,Middlebury,"Matagalpa, Cacao Bisiesto",1538,2015,0.7,U.S.A.,3.5,Nicaragua,37.09,-95.71,738,most common,Average Amount,-85.2072,12.8654,1,Extra Rare
1073,Middlebury,La Red,1117,2013,0.75,U.S.A.,2.5,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,11,Somewhat Common
1074,Middlebury,Belize,1117,2013,0.8,U.S.A.,3.25,Belize,37.09,-95.71,738,most common,High Amount,-88.4977,17.1899,13,Somewhat Common
1075,Middlebury,Alto Beni,887,2012,0.75,U.S.A.,2.0,Bolivia,37.09,-95.71,738,most common,Average Amount,-63.5887,-16.2902,8,Somewhat Rare
1076,Middlebury,"Balinese, Java",887,2012,0.7,U.S.A.,2.5,Indonesia,37.09,-95.71,738,most common,Average Amount,113.9213,-0.7893,1,Extra Rare
1077,Millcreek Cacao Roasters,Ecuador,1073,2013,0.7,U.S.A.,2.5,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,41,Common
1078,Millcreek Cacao Roasters,Ecuador,825,2012,0.7,U.S.A.,3.5,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,41,Common
1079,Mindo,Ecuador,607,2010,0.67,U.S.A.,2.75,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,41,Common
1080,Mindo,Ecuador,607,2010,0.77,U.S.A.,2.75,Ecuador,37.09,-95.71,738,most common,Average Amount,-78.1834,-1.8312,41,Common
1081,Minimal,"Acul-du-Nord, 2015",1920,2016,0.7,Japan,3.5,Haiti,36.2,138.25,17,extra rare,Average Amount,-72.2852,18.9712,1,Extra Rare
1082,Mission,"Fazenda Camboa, Bahia",1880,2016,0.75,Brazil,3.75,Brazil,-14.24,-51.93,17,extra rare,Average Amount,-51.9253,-14.235,1,Extra Rare
1083,Mission,"Bahia, Fazenda Venturosa",1626,2015,0.7,Brazil,3.5,Brazil,-14.24,-51.93,17,extra rare,Average Amount,-51.9253,-14.235,1,Extra Rare
1084,Mita,Tumaco,955,2012,0.65,Colombia,2.5,Colombia,4.57,-74.3,23,extra rare,Average Amount,-74.2973,4.5709,5,Somewhat Rare
1085,Moho,"Toledo District, w/ nibs",1026,2013,0.73,U.S.A.,3.25,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899,1,Extra Rare
1086,Moho,Toledo District,1030,2013,0.72,U.S.A.,3.0,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899,1,Extra Rare
1087,Moho,"Umoho R., Toledo District, San Felipe",607,2010,0.67,U.S.A.,2.75,Belize,37.09,-95.71,738,most common,Average Amount,-88.4977,17.1899,1,Extra Rare
1088,Molucca,La Red,1614,2015,0.7,U.S.A.,3.0,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,11,Somewhat Common
1089,Molucca,Indonesia,1618,2015,0.7,U.S.A.,2.75,Indonesia,37.09,-95.71,738,most common,Average Amount,113.9213,-0.7893,1,Extra Rare
1090,Molucca,Peru,1618,2015,0.7,U.S.A.,3.25,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,45,Common
1091,Momotombo,Matagalpa,661,2011,0.7,Nicaragua,2.75,Nicaragua,12.87,-85.21,5,extra rare,Average Amount,-85.2072,12.8654,3,Somewhat Rare
1092,Momotombo,Mombacho,661,2011,0.7,Nicaragua,2.75,Nicaragua,12.87,-85.21,5,extra rare,Average Amount,-85.2072,12.8654,1,Extra Rare
1093,Momotombo,Oscuro,772,2011,0.7,Nicaragua,3.25,Nicaragua,12.87,-85.21,5,extra rare,Average Amount,-85.2072,12.8654,2,Rare
1094,Monarque,Oko Caribe,1812,2016,0.72,Canada,3.5,Dominican Republic,56.13,-106.35,117,somewhat rare,Average Amount,-70.1627,18.7357,6,Somewhat Rare
1095,Monsieur Truffe,Papaua New Guinea,1391,2014,0.7,Australia,3.25,Papua New Guinea,-25.27,133.78,46,rare,Average Amount,147.3257,-6.314993,1,Extra Rare
1096,Montecristi,Manabi,1654,2015,0.7,Ecuador,3.25,Ecuador,-1.83,-78.18,54,rare,Average Amount,-78.1834,-1.8312,10,Somewhat Common
1097,Montecristi,Manabi,1654,2015,0.63,Ecuador,3.5,Ecuador,-1.83,-78.18,54,rare,Light Amount,-78.1834,-1.8312,10,Somewhat Common
1098,Montecristi,Manabi,1658,2015,0.85,Ecuador,3.5,Ecuador,-1.83,-78.18,54,rare,High Amount,-78.1834,-1.8312,10,Somewhat Common
1099,Muchomas (Mesocacao),Nicaragua,1462,2015,0.7,U.S.A.,3.5,Nicaragua,37.09,-95.71,738,most common,Average Amount,-85.2072,12.8654,9,Somewhat Rare
1100,Muchomas (Mesocacao),Nicaragua,1462,2015,0.8,U.S.A.,3.5,Nicaragua,37.09,-95.71,738,most common,High Amount,-85.2072,12.8654,9,Somewhat Rare
1101,Mutari,"Kokoa Kamili, batch 1 SRB",1896,2016,0.68,U.S.A.,2.75,Tanzania,37.09,-95.71,738,most common,Average Amount,34.8888,-6.369028,1,Extra Rare
1102,Mutari,"Oko Caribe, batch 1 SRB",1896,2016,0.71,U.S.A.,2.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,1,Extra Rare
1103,Mutari,"Ambanja, batch 1 SRB",1900,2016,0.68,U.S.A.,2.75,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,1,Extra Rare
1104,Mutari,"Tien Giang, batch 1 SRB",1900,2016,0.8,U.S.A.,3.0,Vietnam,37.09,-95.71,738,most common,High Amount,108.2772,14.0583,1,Extra Rare
1105,Nahua,"Costa Rica, Oscuro",1049,2013,0.58,Costa Rica,2.5,Costa Rica,9.75,-84.07,9,extra rare,Light Amount,-84.0739,9.7489,2,Rare
1106,Nahua,"Costa Rica, Oscuro",1049,2013,0.7,Costa Rica,3.0,Costa Rica,9.75,-84.07,9,extra rare,Average Amount,-84.0739,9.7489,2,Rare
1107,Naive,Trinidad & Tobago,1046,2013,0.7,Lithuania,3.75,Trinidad,55.17,23.88,6,extra rare,Average Amount,-61.2225,10.6918,2,Rare
1108,Naive,"Maranon Canyon, Fortunato No. 4",1133,2013,0.78,Lithuania,3.75,Peru,55.17,23.88,6,extra rare,Average Amount,-75.0152,-9.189967,3,Somewhat Rare
1109,Naive,Grenada,867,2012,0.71,Lithuania,2.5,Grenada,55.17,23.88,6,extra rare,Average Amount,-61.6042,12.1165,11,Somewhat Common
1110,Na�ve,Nicaragua,1379,2014,0.7,Lithuania,3.25,Nicaragua,55.17,23.88,6,extra rare,Average Amount,-85.2072,12.8654,9,Somewhat Rare
1111,Na�ve,Chuao,1399,2014,0.75,Lithuania,2.75,Venezuela,55.17,23.88,6,extra rare,Average Amount,-66.5897,6.4238,19,Common
1112,Na�ve,Barinas,1399,2014,0.7,Lithuania,3.0,Venezuela,55.17,23.88,6,extra rare,Average Amount,-66.5897,6.4238,1,Extra Rare
1113,Nanea,Criollo Blend,1007,2013,0.85,U.S.A.,3.5,Hawaii,37.09,-95.71,738,most common,High Amount,-155.5828,19.8968,1,Extra Rare
1114,Nathan Miller,Peru,1403,2014,0.72,U.S.A.,2.25,Peru,37.09,-95.71,738,most common,Average Amount,-75.0152,-9.189967,45,Common
1115,Nathan Miller,Hispaniola,1403,2014,0.7,U.S.A.,2.5,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,7,Somewhat Rare
1116,Nathan Miller,Madagascar,1403,2014,0.735,U.S.A.,2.5,Madagascar,37.09,-95.71,738,most common,Average Amount,46.8691,-18.7669,56,Common
1117,Nathan Miller,Ghana,1403,2014,0.7,U.S.A.,3.5,Ghana,37.09,-95.71,738,most common,Average Amount,-1.0232,7.9465,15,Somewhat Common
1118,Neuhaus (Callebaut),Papua New Guinea,531,2010,0.7,Belgium,2.5,Papua New Guinea,50.85,4.47,37,rare,Average Amount,147.3257,-6.314993,15,Somewhat Common
1119,Neuhaus (Callebaut),Manickchand Estate,230,2008,0.67,Belgium,3.75,Trinidad,50.85,4.47,37,rare,Average Amount,-61.2225,10.6918,1,Extra Rare
1120,Neuhaus (Callebaut),West Africa,15,2006,0.73,Belgium,2.0,West Africa,50.85,4.47,37,rare,Average Amount,-3.5,10.0,3,Somewhat Rare
1121,Neuhaus (Callebaut),Sao Tome,15,2006,0.75,Belgium,2.75,Sao Tome,50.85,4.47,37,rare,Average Amount,6.6131,0.1864,3,Somewhat Rare
1122,Neuhaus (Callebaut),Ocumare,24,2006,0.71,Belgium,3.0,Venezuela,50.85,4.47,37,rare,Average Amount,-66.5897,6.4238,17,Common
1123,Nibble,Patanemo,1526,2015,0.72,U.S.A.,2.25,Venezuela,37.09,-95.71,738,most common,Average Amount,-66.5897,6.4238,7,Somewhat Rare
1124,Nibble,Elvesia P.,1526,2015,0.72,U.S.A.,2.75,Dominican Republic,37.09,-95.71,738,most common,Average Amount,-70.1627,18.7357,5,Somewhat Rare
